province,city,area_code,name,website,level
安徽,淮南,340400,淮南市妇幼保健院,http://www.haodf.com/hospital/DE4rO-XCoLU0jrU51t4xLBGs4w.htm,二级
安徽,淮南,340400,淮南市妇幼保健院,http://www.haodf.com/hospital/DE4rO-XCoLU0jrU51t4xLBGs4w.htm,二级
安徽,合肥,340100,安徽省口腔医院,http://www.haodf.com/hospital/DE4rO-XCoLU0jqrccTieBvzKOb.htm,二级
安徽,蚌埠,340300,蚌埠市传染病医院,http://www.haodf.com/hospital/DE4rO-XCoLU0j1q7rPeWduCBgU.htm,二级
安徽,蚌埠,340300,蚌埠市交通医院,http://www.haodf.com/hospital/DE4rO-XCoLU0j11s7Vg1MFyDkh.htm,二级
安徽,合肥,340100,安徽省胸科医院,http://www.haodf.com/hospital/DE4rO-XCoLU0CoNQ4wkiNDMHtx.htm,二级
安徽,芜湖,340200,芜湖市妇幼保健院,http://www.haodf.com/hospital/DE4rO-XCoLU0-pOIQgjgKEL-rP.htm,二级
安徽,合肥,340100,合肥口腔医院,http://www.haodf.com/hospital/DE4rO-XCoLU0j3qs7Vg1MFyDkh.htm,二级
安徽,合肥,340100,合肥口腔医院,http://www.haodf.com/hospital/DE4rO-XCoLU0j3qs7Vg1MFyDkh.htm,二级
安徽,合肥,340100,安徽省中医药临床研究中心附属医院,http://www.haodf.com/hospital/DE4rO-XCoLU0j1p1ObWl99uMTa.htm,二级
安徽,池州,341700,池州市中医院,http://www.haodf.com/hospital/DE4rO-XCoLU0j154tx00uSYNw1.htm,二级
安徽,芜湖,340200,芜湖县中医院,http://www.haodf.com/hospital/DE4rO-XCoLUXx2XWgURjIHBzPQ.htm,二级甲等
安徽,安庆,340800,安庆市第四人民医院,http://www.haodf.com/hospital/DE4rO-XCoLU0jbpbnnx8s59Gnn.htm,二级
安徽,池州,341700,安徽省计划生育学校附院,http://www.haodf.com/hospital/DE4rO-XCoLU0j1r94wkiNDMHtx.htm,一级甲等
安徽,阜阳,341200,颍上县人民医院,http://www.haodf.com/hospital/DE4rO-XCoLUXj7r8VWVmvC3uh7.htm,二级甲等
安徽,安庆,340800,宿松中医院,http://www.haodf.com/hospital/DE4rO-XCoLUmKIMJ1t4xLBGs4w.htm,二级甲等
安徽,六安,341500,六安市第二人民医院,http://www.haodf.com/hospital/DE4rO-XCoLU0xpENTaJfDy6Cbc.htm,二级甲等
安徽,宣城,341800,广德县中医院,http://www.haodf.com/hospital/DE4rO-XCoLUXj75Bfmw7E-sSlj.htm,二级
安徽,安庆,340800,太湖县人民医院,http://www.haodf.com/hospital/DE4rO-XCoLUmJ1b51t4xLBGs4w.htm,二级甲等
安徽,巢湖,340181,巢湖市中医院,http://www.haodf.com/hospital/DE4rO-XCoLU0xpXMVWVmvC3uh7.htm,二级
安徽,滁州,341100,来安县人民医院,http://www.haodf.com/hospital/DE4rO-XCoLUXj73deRtJXK298J.htm,二级甲等
安徽,安庆,340800,望江县人民医院,http://www.haodf.com/hospital/DE4rO-XCoLUXJ1o2m0TUy35vjf.htm,二级甲等
安徽,铜陵,340700,铜陵市第四人民医院,http://www.haodf.com/hospital/DE4rO-XCoLUXhUXMVWVmvC3uh7.htm,二级甲等
安徽,铜陵,340700,铜陵市第四人民医院,http://www.haodf.com/hospital/DE4rO-XCoLUXhUXMVWVmvC3uh7.htm,二级甲等
安徽,蚌埠,340300,怀远县中医院,http://www.haodf.com/hospital/DE4rO-XCoLUmKboIQgjgKEL-rP.htm,二级甲等
安徽,淮南,340400,淮南市第二人民医院,http://www.haodf.com/hospital/DE4rO-XCoLU0j37tPQrVFGoqUr.htm,二级甲等
安徽,合肥,340100,安徽省红十字会医院,http://www.haodf.com/hospital/DE4rO-XCoLU0CoWztx00uSYNw1.htm,二级甲等
安徽,宣城,341800,宣城市人民医院,http://www.haodf.com/hospital/DE4rO-XCoLUXhUENTaJfDy6Cbc.htm,三级
安徽,宣城,341800,宣城中心医院,http://www.haodf.com/hospital/DE4rO-XCoLU0xUYReRtJXK298J.htm,二级甲等
安徽,淮南,340400,淮南广济医院,http://www.haodf.com/hospital/DE4rO-XCoLU0j55deRtJXK298J.htm,二级甲等
安徽,芜湖,340200,芜湖县医院,http://www.haodf.com/hospital/DE4rO-XCoLUXx20NTaJfDy6Cbc.htm,二级
安徽,安庆,340800,安庆市第三人民医院,http://www.haodf.com/hospital/DE4rO-XCoLU0xOmMVWVmvC3uh7.htm,二级
安徽,阜阳,341200,阜阳市第六人民医院,http://www.haodf.com/hospital/DE4rO-XCoLUmiUoakhlkqINLVW.htm,二级甲等
安徽,巢湖,340181,无为县中医院,http://www.haodf.com/hospital/DE4rO-XCoLUXJ1Obnnx8s59Gnn.htm,二级
安徽,淮南,340400,淮南市中医院,http://www.haodf.com/hospital/DE4rO-XCoLU0xOElfmw7E-sSlj.htm,二级
安徽,蚌埠,340300,解放军123医院,http://www.haodf.com/hospital/DE4rO-XCoLU0j1U3Urabz6vEQg.htm,三级
安徽,宣城,341800,宁国市人民医院,http://www.haodf.com/hospital/DE4rO-XCoLUXioomi88QpNK6eR.htm,二级甲等
安徽,黄山,341000,祁门县人民医院,http://www.haodf.com/hospital/DE4rO-XCoLUXCnMJ1t4xLBGs4w.htm,二级甲等
安徽,黄山,341000,祁门县人民医院,http://www.haodf.com/hospital/DE4rO-XCoLUXCnMJ1t4xLBGs4w.htm,二级甲等
安徽,安庆,340800,桐城市中医医院,http://www.haodf.com/hospital/DE4rO-XCoLUmJqbrbc1P6dS2aO.htm,二级甲等
安徽,合肥,340100,安徽省妇幼保健院,http://www.haodf.com/hospital/DE4rO-XCoLU0j3b7rPeWduCBgU.htm,三级甲等
安徽,合肥,340100,安徽省妇幼保健院,http://www.haodf.com/hospital/DE4rO-XCoLU0j3b7rPeWduCBgU.htm,三级甲等
安徽,宣城,341800,旌德县人民医院,http://www.haodf.com/hospital/DE4rO-XCoLUXJUIIQgjgKEL-rP.htm,二级
安徽,蚌埠,340300,蚌埠市第四人民医院,http://www.haodf.com/hospital/DE4rO-XCoLU0j1b51t4xLBGs4w.htm,二级
安徽,滁州,341100,滁州市第二人民医院,http://www.haodf.com/hospital/DE4rO-XCoLU0xUomi88QpNK6eR.htm,三级
安徽,合肥,340100,安徽医科大学第四附属医院,http://www.haodf.com/hospital/DE4rO-XCoLUmJ2IoRinOCoXXJe.htm,二级甲等
安徽,合肥,340100,安徽省针灸医院,http://www.haodf.com/hospital/DE4r0Fy0C9LuSRwkgHPk58j7CIoXi9Fjh.htm,三级甲等
安徽,蚌埠,340300,蚌埠市蚌山区人民医院,http://www.haodf.com/hospital/DE4rO-XCoLU0j12rbc1P6dS2aO.htm,一级
安徽,六安,341500,六安市第四人民医院,http://www.haodf.com/hospital/DE4rO-XCoLU0x2IXx47TZMZ31t.htm,二级甲等
安徽,合肥,340100,安徽省立医院附院,http://www.haodf.com/hospital/DE4rO-XCoLU0jbapWkcw-2p57V.htm,三级甲等
安徽,阜阳,341200,阜阳市第五人民医院,http://www.haodf.com/hospital/DE4rO-XCoLUXhplHcTieBvzKOb.htm,二级甲等
安徽,淮南,340400,淮南东方肿瘤医院,http://www.haodf.com/hospital/DE4rO-XCoLU0x2n0h7UcoLDoWk.htm,二级甲等
安徽,蚌埠,340300,蚌埠市中医院,http://www.haodf.com/hospital/DE4rO-XCoLU0ibEmi88QpNK6eR.htm,二级甲等
安徽,亳州,341600,亳州市人民医院,http://www.haodf.com/hospital/DE4rO-XCoLUXhOXLPQrVFGoqUr.htm,三级甲等
安徽,滁州,341100,滁州市中西医结合医院,http://www.haodf.com/hospital/DE4rO-XCoLU0-Uanjfh42XHZ0l.htm,三级
安徽,阜阳,341200,阜阳市第二人民医院,http://www.haodf.com/hospital/DE4rO-XCoLUXiI0LPQrVFGoqUr.htm,三级甲等
安徽,巢湖,340181,巢湖市第二人民医院,http://www.haodf.com/hospital/DE4rO-XCoLUXhOEMVWVmvC3uh7.htm,二级甲等
安徽,巢湖,340181,巢湖市第二人民医院,http://www.haodf.com/hospital/DE4rO-XCoLUXhOEMVWVmvC3uh7.htm,二级甲等
安徽,巢湖,340181,庐江县人民医院,http://www.haodf.com/hospital/DE4rO-XCoLUXiOXNTaJfDy6Cbc.htm,二级甲等
安徽,铜陵,340700,铜陵人民医院,http://www.haodf.com/hospital/DE4roiYGYZwnxIqNN8Z2K18e0.htm,三级甲等
安徽,安庆,340800,安庆市第一人民医院,http://www.haodf.com/hospital/DE4rO-XCoLU0iOaXx47TZMZ31t.htm,三级甲等
安徽,安庆,340800,安庆市第一人民医院,http://www.haodf.com/hospital/DE4rO-XCoLU0iOaXx47TZMZ31t.htm,三级甲等
安徽,淮南,340400,淮南新华医院,http://www.haodf.com/hospital/DE4rO-XCoLU0jr7deRtJXK298J.htm,三级
安徽,淮南,340400,淮南新华医院,http://www.haodf.com/hospital/DE4rO-XCoLU0jr7deRtJXK298J.htm,三级
安徽,滁州,341100,天长市人民医院,http://www.haodf.com/hospital/DE4rO-XCoLUXxUOnjfh42XHZ0l.htm,二级甲等
安徽,阜阳,341200,太和中医院,http://www.haodf.com/hospital/DE4r0eJWGqZNDQPfMTlQbtBMDWj5BR7h.htm,三级甲等
安徽,芜湖,340200,芜湖市第一人民医院,http://www.haodf.com/hospital/DE4rO-XCoLU0jrr68JOrYZEIRi.htm,三级
安徽,淮北,340600,淮北市人民医院,http://www.haodf.com/hospital/DE4rO-XCoLU0CEMiUrabz6vEQg.htm,三级甲等
安徽,芜湖,340200,皖南医学院第二附属医院,http://www.haodf.com/hospital/DE4rO-XCoLU0jrqccTieBvzKOb.htm,三级
安徽,芜湖,340200,皖南医学院第二附属医院,http://www.haodf.com/hospital/DE4rO-XCoLU0jrqccTieBvzKOb.htm,三级
安徽,蚌埠,340300,蚌埠医学院第二附属医院,http://www.haodf.com/hospital/DE4rO-XCoLU0j13ccTieBvzKOb.htm,三级
安徽,池州,341700,池州市第二人民医院,http://www.haodf.com/hospital/DE4rO-XCoLU0ColHcTieBvzKOb.htm,二级甲等
安徽,池州,341700,池州市第二人民医院,http://www.haodf.com/hospital/DE4rO-XCoLU0ColHcTieBvzKOb.htm,二级甲等
安徽,蚌埠,340300,蚌埠市第一人民医院,http://www.haodf.com/hospital/DE4rO-XCoLU0-UEXx47TZMZ31t.htm,二级甲等
安徽,阜阳,341200,阜阳市人民医院,http://www.haodf.com/hospital/DE4rO-XCoLU0CERCObWl99uMTa.htm,三级甲等
安徽,安庆,340800,安庆中医院,http://www.haodf.com/hospital/DE4rO-XCoLU0x2ami88QpNK6eR.htm,二级甲等
安徽,安庆,340800,安庆市石化医院,http://www.haodf.com/hospital/DE4rO-XCoLU0xUnYw1mnSzFYx4.htm,二级甲等
安徽,安庆,340800,海军安庆医院,http://www.haodf.com/hospital/DE4rO-XCoLU0jboU0lPR5qqdfm.htm,二级甲等
安徽,蚌埠,340300,蚌埠二院,http://www.haodf.com/hospital/DE4rO-XCoLU0-Um0h7UcoLDoWk.htm,二级甲等
安徽,六安,341500,六安市中医院,http://www.haodf.com/hospital/DE4rO-XCoLUXiaWk8JOrYZEIRi.htm,三级甲等
安徽,合肥,340100,安徽省立儿童医院,http://www.haodf.com/hospital/DE4rO-XCoLU0Canlfmw7E-sSlj.htm,三级甲等
安徽,合肥,340100,安徽省立儿童医院,http://www.haodf.com/hospital/DE4rO-XCoLU0Canlfmw7E-sSlj.htm,三级甲等
安徽,池州,341700,池州市人民医院,http://www.haodf.com/hospital/DE4rO-XCoLU0CaEMVWVmvC3uh7.htm,三级甲等
安徽,合肥,340100,合肥市二院,http://www.haodf.com/hospital/DE4rO-XCoLU0j3Urbc1P6dS2aO.htm,三级甲等
安徽,淮南,340400,淮南东方医院,http://www.haodf.com/hospital/DE4rO-XCoLU0x2oEJefaGY-Fi8.htm,二级甲等
安徽,合肥,340100,合肥市第三人民医院,http://www.haodf.com/hospital/DE4rO-XCoLU0j3251t4xLBGs4w.htm,二级甲等
安徽,安庆,340800,安庆市第二人民医院,http://www.haodf.com/hospital/DE4rO-XCoLU0CEkKnnx8s59Gnn.htm,二级甲等
安徽,蚌埠,340300,蚌埠市第三人民医院,http://www.haodf.com/hospital/DE4rO-XCoLU0x2Onjfh42XHZ0l.htm,三级甲等
安徽,芜湖,340200,芜湖中医院,http://www.haodf.com/hospital/DE4rO-XCoLU0jr5tPQrVFGoqUr.htm,三级甲等
安徽,巢湖,340181,巢湖市第一人民医院,http://www.haodf.com/hospital/DE4rO-XCoLU0iOEWgURjIHBzPQ.htm,三级甲等
安徽,芜湖,340200,芜湖市第五医院,http://www.haodf.com/hospital/DE4rO-XCoLU0jr34tx00uSYNw1.htm,二级
安徽,合肥,340100,安徽医科大学第二附属医院,http://www.haodf.com/hospital/DE4rO-XCoLUmxU0NTaJfDy6Cbc.htm,三级甲等
安徽,淮北,340600,淮北矿工总医院,http://www.haodf.com/hospital/DE4r0eJWGqZNDjBVLehsI5quGUbEY0en.htm,三级甲等
安徽,合肥,340100,安徽省第二人民医院,http://www.haodf.com/hospital/DE4rO-XCoLU0j1OqaOQhHsdycT.htm,三级甲等
安徽,六安,341500,六安市人民医院,http://www.haodf.com/hospital/DE4rO-XCoLU0CELxaOQhHsdycT.htm,三级甲等
安徽,六安,341500,六安市人民医院,http://www.haodf.com/hospital/DE4rO-XCoLU0CELxaOQhHsdycT.htm,三级甲等
安徽,黄山,341000,黄山市人民医院,http://www.haodf.com/hospital/DE4rO-XCoLU0CEl-bc1P6dS2aO.htm,三级甲等
安徽,黄山,341000,黄山市人民医院,http://www.haodf.com/hospital/DE4rO-XCoLU0CEl-bc1P6dS2aO.htm,三级甲等
安徽,淮南,340400,淮南市第一人民医院,http://www.haodf.com/hospital/DE4rO-XCoLU0JaaXx47TZMZ31t.htm,三级
安徽,安庆,340800,安庆市立医院,http://www.haodf.com/hospital/DE4roiYGYZwEjbd9CWC6I0WTb.htm,三级甲等
安徽,芜湖,340200,芜湖市第二人民医院,http://www.haodf.com/hospital/DE4rO-XCoLU0-ponjfh42XHZ0l.htm,三级甲等
安徽,芜湖,340200,芜湖市第二人民医院,http://www.haodf.com/hospital/DE4rO-XCoLU0-ponjfh42XHZ0l.htm,三级甲等
安徽,蚌埠,340300,蚌埠医学院附属医院,http://www.haodf.com/hospital/DE4roiYGYZwnxOrEpjdCy8jrf.htm,三级甲等
安徽,合肥,340100,合肥市第一人民医院,http://www.haodf.com/hospital/DE4roiYGYZwIQ5fZsOEX6TORQ.htm,三级甲等
安徽,合肥,340100,安徽省中医院,http://www.haodf.com/hospital/DE4roiYGYZwEj2tsGQuzElQch.htm,三级甲等
安徽,芜湖,340200,弋矶山医院,http://www.haodf.com/hospital/DE4roiYGYZwEH5Fvoi5u5tiO7.htm,三级甲等
安徽,芜湖,340200,弋矶山医院,http://www.haodf.com/hospital/DE4roiYGYZwEH5Fvoi5u5tiO7.htm,三级甲等
安徽,合肥,340100,安徽省立医院,http://www.haodf.com/hospital/DE4roiYGYZwmKnpHKRSoDWRPl.htm,三级甲等
安徽,合肥,340100,安徽省立医院,http://www.haodf.com/hospital/DE4roiYGYZwmKnpHKRSoDWRPl.htm,三级甲等
安徽,合肥,340100,安徽医科大学第一附属医院,http://www.haodf.com/hospital/DE4roiYGYZwmhIpHKRSoDWRPl.htm,三级甲等
安徽,合肥,340100,安徽医科大学第一附属医院,http://www.haodf.com/hospital/DE4roiYGYZwmhIpHKRSoDWRPl.htm,三级甲等
北京,朝阳,110105,北京爱尔英智眼科医院,http://www.haodf.com/hospital/DE4rO-XCoLUmJUOpWkcw-2p57V.htm,三级
北京,昌平,110114,天通苑医院,http://www.haodf.com/hospital/DE4roiYGYZw0JnbML76GGU71e.htm,一级甲等
北京,朝阳,110105,瑞泰口腔医院,http://www.haodf.com/hospital/DE4r0Fy0C9LuSkZytVJDKq68YSpIkSXQi.htm,二级
北京,朝阳,110105,北京和平街口腔门诊部,http://www.haodf.com/hospital/DE4roiYGYZw0Cmo-DwIIFQwlR.htm,0
北京,东城,110101,北京鼓楼医院,http://www.haodf.com/hospital/DE4rIxMvCogYQqB4finaLPH.htm,二级甲等
北京,朝阳,110105,朝阳区第三医院,http://www.haodf.com/hospital/DE4rO-XCoLUXjUq3Urabz6vEQg.htm,二级
北京,朝阳,110105,美中宜和妇儿医院,http://www.haodf.com/hospital/DE4rO-XCoLUXJr7tPQrVFGoqUr.htm,0
北京,海淀,110108,北医六院,http://www.haodf.com/hospital/DE4roiYGYZwWG0YFEgXN3cgkJ.htm,三级甲等
北京,海淀,110108,北医六院,http://www.haodf.com/hospital/DE4roiYGYZwWG0YFEgXN3cgkJ.htm,三级甲等
北京,大兴,110115,大兴精神病医院,http://www.haodf.com/hospital/DE4rO-XCoLUmJ514tx00uSYNw1.htm,二级甲等
北京,朝阳,110105,黄寺整形外科医院,http://www.haodf.com/hospital/DE4rO-XCoLUX-2ooRinOCoXXJe.htm,0
北京,朝阳,110105,黄寺整形外科医院,http://www.haodf.com/hospital/DE4rO-XCoLUX-2ooRinOCoXXJe.htm,0
北京,朝阳,110105,伊美尔整形医院,http://www.haodf.com/hospital/DE4r0eJWGqZNSlV-6PvEScsGElip2trg.htm,0
北京,朝阳,110105,伊美尔整形医院,http://www.haodf.com/hospital/DE4r0eJWGqZNSlV-6PvEScsGElip2trg.htm,0
北京,石景山,110107,八大处整形医院,http://www.haodf.com/hospital/DE4roiYGYZwYwNldz13dpO1a1.htm,三级甲等
北京,石景山,110107,八大处整形医院,http://www.haodf.com/hospital/DE4roiYGYZwYwNldz13dpO1a1.htm,三级甲等
北京,朝阳,110105,朝阳区妇儿医院,http://www.haodf.com/hospital/DE4rO-XCoLUXjpbqaOQhHsdycT.htm,二级甲等
北京,西城,110102,北京二龙路医院,http://www.haodf.com/hospital/DE4raCNSz6OWx1aaH6PKRH5e.htm,二级甲等
北京,丰台,110106,丰台妇幼保健医院,http://www.haodf.com/hospital/DE4rO-XCoLU0yqqrbc1P6dS2aO.htm,二级
北京,东城,110101,中医研究院骨伤医院,http://www.haodf.com/hospital/DE4roiYGYZw0Jbc2dcByMhc7g.htm,三级
北京,海淀,110108,三博脑科医院,http://www.haodf.com/hospital/DE4r0eJWGqZNDyuFQdS2QKEpXkgLG4be.htm,三级
北京,西城,110102,北京按摩医院,http://www.haodf.com/hospital/DE4raCNSz6OWTaQTyscBtyq4.htm,二级
北京,东城,110101,八一儿童医院,http://www.haodf.com/hospital/DE4rO-XCoLUmJpIIQgjgKEL-rP.htm,三级甲等
北京,西城,110102,北京安定医院,http://www.haodf.com/hospital/DE4raCNSz6ONwplJ2IkvT2YR.htm,三级甲等
北京,西城,110102,北京安定医院,http://www.haodf.com/hospital/DE4raCNSz6ONwplJ2IkvT2YR.htm,三级甲等
北京,怀柔,110116,怀柔妇幼保健院,http://www.haodf.com/hospital/DE4rO-XCoLUm-rUrbc1P6dS2aO.htm,二级甲等
北京,昌平,110114,回龙观医院,http://www.haodf.com/hospital/DE4roiYGYZw0ZWNBM4FM2b44i.htm,三级甲等
北京,昌平,110114,回龙观医院,http://www.haodf.com/hospital/DE4roiYGYZw0ZWNBM4FM2b44i.htm,三级甲等
北京,通州,110112,通州区妇幼保健院,http://www.haodf.com/hospital/DE4roiYGYZwYxEaCFVHDuJVht.htm,二级甲等
北京,西城,110102,西城区妇幼保健院,http://www.haodf.com/hospital/DE4raCNSz6O0C5b7qp0yaqEm.htm,二级甲等
北京,西城,110102,西城区妇幼保健院,http://www.haodf.com/hospital/DE4raCNSz6O0C5b7qp0yaqEm.htm,二级甲等
北京,丰台,110106,长辛店医院,http://www.haodf.com/hospital/DE4roiYGYZwYZ0WuYe-Bqregr.htm,二级
北京,丰台,110106,长辛店医院,http://www.haodf.com/hospital/DE4roiYGYZwYZ0WuYe-Bqregr.htm,二级
北京,朝阳,110105,北大口腔医院第二门诊部,http://www.haodf.com/hospital/DE4rO-XCoLUmJpnnjfh42XHZ0l.htm,0
北京,西城,110102,宣武中医院,http://www.haodf.com/hospital/DE4roiYGYZwmJO7o5nM-zfnJT.htm,三级
北京,朝阳,110105,北京小庄医院,http://www.haodf.com/hospital/DE4raCNSz6OEK7149dVHU9sf.htm,二级甲等
北京,丰台,110106,南苑医院,http://www.haodf.com/hospital/DE4rO-XCoLUXKU0MVWVmvC3uh7.htm,二级
北京,延庆,110229,延庆县中医院,http://www.haodf.com/hospital/DE4rO-XCoLUXj77PTaJfDy6Cbc.htm,二级
北京,西城,110102,护国寺中医院,http://www.haodf.com/hospital/DE4rO-XCoLUXKaR-bc1P6dS2aO.htm,三级甲等
北京,大兴,110115,北京市大兴区红星医院,http://www.haodf.com/hospital/DE4rO-XCoLUmJ31ccTieBvzKOb.htm,二级
北京,东城,110101,中医科学院针灸医院,http://www.haodf.com/hospital/DE4roiYGYZwXKpqNN8Z2K18e0.htm,一级
北京,海淀,110108,海淀妇幼保健院,http://www.haodf.com/hospital/DE4roiYGYZwWGnEZsOEX6TORQ.htm,二级甲等
北京,房山,110111,房山中医院,http://www.haodf.com/hospital/DE4rO-XCoLUXxnlJ1t4xLBGs4w.htm,二级甲等
北京,海淀,110108,上地医院,http://www.haodf.com/hospital/DE4roiYGYZwXiO3XIhpq-4h0m.htm,二级
北京,通州,110112,北京胸科医院,http://www.haodf.com/hospital/DE4roiYGYZwYxYmS30yF9V0wc.htm,三级甲等
北京,通州,110112,北京胸科医院,http://www.haodf.com/hospital/DE4roiYGYZwYxYmS30yF9V0wc.htm,三级甲等
北京,石景山,110107,中医科学院眼科医院,http://www.haodf.com/hospital/DE4roiYGYZwmJ29quPKsNiPfO.htm,三级甲等
北京,东城,110101,北京口腔医院,http://www.haodf.com/hospital/DE4raCNSz6OYZUWQs9tDws38.htm,三级甲等
北京,东城,110101,北京口腔医院,http://www.haodf.com/hospital/DE4raCNSz6OYZUWQs9tDws38.htm,三级甲等
北京,西城,110102,阜外医院,http://www.haodf.com/hospital/DE4raCNSz6ONZORxEH4FVECt.htm,三级甲等
北京,西城,110102,阜外医院,http://www.haodf.com/hospital/DE4raCNSz6ONZORxEH4FVECt.htm,三级甲等
北京,海淀,110108,北大口腔医院,http://www.haodf.com/hospital/DE4roiYGYZw0CXaCFVHDuJVht.htm,三级甲等
北京,海淀,110108,北大口腔医院,http://www.haodf.com/hospital/DE4roiYGYZw0CXaCFVHDuJVht.htm,三级甲等
北京,怀柔,110116,怀柔中医院,http://www.haodf.com/hospital/DE4rO-XCoLUmi2ooRinOCoXXJe.htm,二级甲等
北京,昌平,110114,昌平中医院,http://www.haodf.com/hospital/DE4rO-XCoLUmKbOakhlkqINLVW.htm,二级甲等
北京,西城,110102,北大妇产儿童医院,http://www.haodf.com/hospital/DE4roiYGYZw0imOyZJ9SvRJb8.htm,三级甲等
北京,西城,110102,北大妇产儿童医院,http://www.haodf.com/hospital/DE4roiYGYZw0imOyZJ9SvRJb8.htm,三级甲等
北京,石景山,110107,北京康复中心,http://www.haodf.com/hospital/DE4rO-XCoLUX-aEWgURjIHBzPQ.htm,三级
北京,石景山,110107,北京康复中心,http://www.haodf.com/hospital/DE4rO-XCoLUX-aEWgURjIHBzPQ.htm,三级
北京,丰台,110106,铁营医院,http://www.haodf.com/hospital/DE4roiYGYZwYZm0voi5u5tiO7.htm,二级
北京,西城,110102,北京市第二医院,http://www.haodf.com/hospital/DE4rO-XCoLUXxEXQ4wkiNDMHtx.htm,二级甲等
北京,通州,110112,东直门医院东区,http://www.haodf.com/hospital/DE4rO-XCoLUmJqpqaOQhHsdycT.htm,二级甲等
北京,通州,110112,东直门医院东区,http://www.haodf.com/hospital/DE4rO-XCoLUmJqpqaOQhHsdycT.htm,二级甲等
北京,海淀,110108,北京中西医结合医院,http://www.haodf.com/hospital/DE4rO-XCoLU0jOOoRinOCoXXJe.htm,二级甲等
北京,顺义,110113,北京顺义医院,http://www.haodf.com/hospital/DE4rO-XCoLU0j5cPTaJfDy6Cbc.htm,二级甲等
北京,大兴,110115,大兴中医院,http://www.haodf.com/hospital/DE4roiYGYZwYCpqNN8Z2K18e0.htm,三级甲等
北京,大兴,110115,亦庄同仁医院,http://www.haodf.com/hospital/DE4rO-XCoLUXCIXLPQrVFGoqUr.htm,三级甲等
北京,大兴,110115,亦庄同仁医院,http://www.haodf.com/hospital/DE4rO-XCoLUXCIXLPQrVFGoqUr.htm,三级甲等
北京,朝阳,110105,医科院肿瘤医院,http://www.haodf.com/hospital/DE4raCNSz6OmCsr8uGmz1uDn.htm,三级甲等
北京,朝阳,110105,医科院肿瘤医院,http://www.haodf.com/hospital/DE4raCNSz6OmCsr8uGmz1uDn.htm,三级甲等
北京,丰台,110106,302医院,http://www.haodf.com/hospital/DE4roiYGYZwXw0XD2kvYsPktj.htm,三级甲等
北京,朝阳,110105,北京地坛医院,http://www.haodf.com/hospital/DE4rIxMvCogWH26171mm-bs.htm,三级甲等
北京,朝阳,110105,北京地坛医院,http://www.haodf.com/hospital/DE4rIxMvCogWH26171mm-bs.htm,三级甲等
北京,朝阳,110105,北京妇产医院,http://www.haodf.com/hospital/DE4raCNSz6Omx7149dVHU9sf.htm,三级甲等
北京,朝阳,110105,北京妇产医院,http://www.haodf.com/hospital/DE4raCNSz6Omx7149dVHU9sf.htm,三级甲等
北京,丰台,110106,北京佑安医院,http://www.haodf.com/hospital/DE4roiYGYZwWCIOyZJ9SvRJb8.htm,三级甲等
北京,丰台,110106,北京佑安医院,http://www.haodf.com/hospital/DE4roiYGYZwWCIOyZJ9SvRJb8.htm,三级甲等
